Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos
0,0,0.076062639,0.002237136,0,0.002237136,0.013422819,0,0,0.017897092,0.002237136,0.033557047,0,0.049217002,0.364653244,0.082774049,0.10738255,0,0.004474273,0.002237136,0.040268456,0.008948546,0,0.033557047,0,0.154362416,0.004474272
0.002,0,0.073,0.002,0,0.002,0.011,0,0,0.039,0,0.033,0,0.046,0.352,0.081,0.107,0.002,0.004,0.002,0.046,0.002,0,0.035,0,0.153,0.008
0.002881844,0,0.060518732,0,0.005763689,0,0,0,0,0,0,0,0.060518732,0.158501441,0.458213256,0.048991354,0.066282421,0.002881844,0.014409222,0.002881844,0.048991354,0.043227666,0,0.002881844,0.002881844,0,0.02017291
0.003,0,0.056,0,0.005,0,0,0,0,0,0.003,0,0.056,0.129,0.452,0.046,0.062,0,0.011,0.003,0.04,0.03,0,0.003,0.003,0.067,0.031
0.008,0,0.003,0.003,0.073,0.057,0.003,0,0,0,0.01,0.01,0.029,0,0.603,0.039,0.065,0,0.01,0.023,0.018,0.013,0,0,0.01,0.01,0.013
0.010050251,0,0.005025126,0,0.090452261,0.060301508,0,0.002512563,0,0,0.020100503,0,0.027638191,0,0.585427136,0.040201005,0.060301508,0,0.015075377,0.027638191,0.01758794,0.015075377,0,0,0.010050251,0.010050251,0.002512563
0.004201681,0.014705882,0.012605042,0.00210084,0.111344538,0.084033613,0,0.012605042,0.00210084,0,0.029411765,0.027310924,0.012605042,0.010504202,0.476890756,0.018907563,0.012605042,0.006302521,0.010504202,0.016806723,0.033613445,0.018907563,0,0.006302521,0.00210084,0.06092437,0.012605042
0.006,0.013,0.013,0.002,0.11,0.084,0,0.013,0.004,0,0.015,0.025,0.011,0.011,0.483,0.015,0.017,0.006,0.006,0.015,0.034,0.008,0,0.013,0.002,0.061,0.033
0,0.052036199,0,0.063348416,0.101809955,0.131221719,0.022624434,0.117647059,0,0,0.061085973,0.212669683,0.00678733,0,0.133484163,0.002262443,0.002262443,0.011312217,0.002262443,0.004524887,0.011312217,0.011312217,0,0,0,0.042986425,0.009049774
0,0.053,0,0.059,0.101,0.133,0.005,0.135,0,0,0.039,0.249,0.005,0,0.135,0,0.005,0.014,0.002,0.002,0.009,0.002,0,0,0,0.037,0.015
0,0.021563342,0,0.043126685,0.080862534,0.204851752,0.016172507,0.134770889,0.013477089,0,0.129380054,0.269541779,0,0,0.026954178,0,0,0,0.002695418,0,0,0.002695418,0.021563342,0,0,0.026954178,0.005390836
0,0,0,0.002369668,0,0.035545024,0.002369668,0.087677725,0.232227488,0,0.40521327,0.023696682,0,0,0,0,0,0,0,0,0,0.004739336,0.170616114,0,0,0.030805687,0.004739336
0,0,0,0.002915452,0,0.005830904,0,0.10787172,0.274052478,0,0.38483965,0.008746356,0,0,0,0,0,0,0,0,0,0,0.131195335,0,0,0.072886297,0.011661808
0,0,0,0.002,0,0.035,0.002,0.087,0.229,0,0.421,0.007,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.035,0.012
0.005,0.033,0.007,0.012,0.075,0.452,0.007,0.097,0.002,0.002,0.005,0.071,0.012,0,0.069,0.009,0.009,0,0.017,0.012,0.045,0.005,0,0,0.007,0.021,0.026
0,0.034965035,0.006993007,0.011655012,0.083916084,0.452214452,0.013986014,0.090909091,0.004662005,0.002331002,0.018648019,0.060606061,0.011655012,0,0.067599068,0.009324009,0.006993007,0,0.016317016,0.013986014,0.044289044,0.009324009,0,0,0.006993007,0.025641026,0.006993007
0,0.00234192,0,0,0,0.018735363,0,0.079625293,0.339578454,0,0.421545667,0.004683841,0,0,0.00234192,0,0,0,0,0,0,0,0.100702576,0,0,0.016393443,0.014051522
0,0.002336449,0,0,0,0.018691589,0,0.067757009,0.33411215,0,0.418224299,0,0,0,0.002336449,0,0,0,0,0,0,0,0.109813084,0,0,0.025700935,0.021028037
0,0.038147139,0.024523161,0.068119891,0.068119891,0.324250681,0.005449591,0.046321526,0,0.005449591,0.013623978,0.125340599,0.002724796,0,0.095367847,0.013623978,0.021798365,0.008174387,0.024523161,0.013623978,0.019073569,0.032697548,0,0.008174387,0,0.029972752,0.010899183
0,0.038,0.025,0.069,0.065,0.324,0,0.049,0,0.003,0.011,0.137,0,0,0.096,0.014,0.022,0.011,0.022,0.011,0.025,0.014,0,0.005,0,0.03,0.029
0,0,0,0,0,0,0,0.052724077,0.887521968,0,0.043936731,0,0,0,0,0,0,0,0,0,0,0,0.010544815,0,0,0,0.005272408
0,0,0,0,0,0,0,0.053,0.892,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0
0.037,0,0.222,0.002,0.002,0.273,0.215,0.086,0.012,0.035,0,0.003,0,0,0.023,0.007,0.014,0,0.007,0.016,0,0,0.002,0,0.023,0,0.021
0.02997003,0,0.062937063,0.020979021,0,0.1998002,0.042957043,0,0,0.010989011,0.006993007,0,0,0.204795205,0.07992008,0.02997003,0.190809191,0.008991009,0.013986014,0,0.026973027,0.006993007,0,0,0,0.022977023,0.03996004
0,0,0,0.003816794,0,0,0,0.015267176,0.977099237,0,0.003816794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004081633,0,0,0,0.016326531,0.963265306,0,0.004081633,0,0,0,0,0,0,0,0,0,0,0,0.004081633,0,0,0.004081633,0.004081633
0.042,0,0.203,0.003,0,0.141,0.362,0.003,0,0.036,0.008,0,0,0.003,0.029,0.047,0.049,0,0.013,0.023,0.021,0.003,0,0,0.008,0,0.006
0.037698413,0,0.232142858,0,0,0.113095238,0.428571429,0.001984127,0,0.025793651,0.007936508,0,0,0,0.023809524,0.037698413,0.035714286,0,0.009920635,0.017857143,0.015873016,0.001984127,0,0,0.005952381,0,0.003968254
0.037356322,0,0.25,0.002873563,0,0.011494253,0.318965517,0.002873563,0,0.031609195,0.005747126,0.00862069,0,0.005747126,0.063218391,0.083333333,0.094827586,0,0.017241379,0.005747126,0.025862069,0.005747126,0,0,0.014367816,0,0.014367816
0.03,0,0.188,0.003,0,0.059,0.31,0.003,0,0.036,0.017,0.007,0,0.003,0.073,0.079,0.112,0,0.013,0.003,0.023,0.01,0,0,0.017,0.003,0.011
0.042134831,0,0.230337078,0.002808989,0,0.050561798,0.314606742,0.002808989,0,0.030898876,0.014044944,0.005617978,0,0.002808989,0.061797753,0.075842697,0.095505618,0,0.014044944,0.002808989,0.019662921,0.008426966,0,0,0.014044944,0.002808989,0.008426966
0.003095975,0.00619195,0.06501548,0.003095975,0,0.009287926,0.092879257,0.046439628,0,0.034055728,0.024767802,0.012383901,0,0.105263158,0.294117647,0.055727554,0.092879257,0.00619195,0.015479876,0,0.027863777,0.012383901,0,0.00619195,0.00619195,0.074303406,0.00619195
0.006,0,0.05,0.003,0.003,0.012,0.088,0.044,0,0.018,0.009,0.009,0,0.102,0.31,0.082,0.088,0,0.018,0.003,0.018,0.012,0,0.003,0.009,0.105,0.008
0,0,0,0,0,0,0,0.027108434,0.969879518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0
0.109289617,0,0,0,0,0.06010929,0.142076503,0.153005464,0,0,0,0,0.010928962,0.081967213,0.169398907,0.010928962,0.147540984,0.005464481,0.021857923,0,0,0,0,0.010928962,0,0.076502732,0
0.018181818,0,0.090909091,0,0.007792208,0.018181818,0.150649351,0.036363636,0,0.046753247,0.005194805,0.005194805,0.005194805,0.025974026,0.249350649,0.163636364,0.103896104,0,0,0,0.031168831,0.012987013,0,0,0.007792208,0.012987013,0.007792208
0,0,0,0,0,0,0,0.014634146,0.973170732,0,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.016,0.971,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.005
0,0,0,0,0,0,0,0.013888889,0.976851852,0,0.002314815,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0.002314815
0.006024096,0.003012048,0.180722892,0.003012048,0,0.018072289,0.081325301,0.036144578,0.003012048,0.259036145,0.003012048,0.003012048,0,0,0.012048193,0.045180723,0.039156627,0,0.126506024,0.030120482,0.030120482,0.006024096,0,0,0.054216867,0.057228916,0.003012048
0.008928571,0,0.199404762,0.00297619,0,0.017857143,0.074404762,0.035714286,0,0.255952381,0.005952381,0,0,0,0.011904762,0.044642857,0.038690476,0,0.125,0.026785714,0.026785714,0.00297619,0,0,0.053571429,0.053571429,0.014880952
0.005226481,0.00174216,0.168989547,0.00174216,0.050522648,0.06097561,0.029616725,0.041811847,0,0.010452962,0.010452962,0.012195122,0.008710801,0.047038328,0.203832753,0.097560976,0.141114983,0.003484321,0.010452962,0.003484321,0.022648084,0.015679443,0,0.00174216,0.003484321,0.043554007,0.003484321
0,0.083538084,0.012285012,0,0.090909091,0.154791155,0.039312039,0.046683047,0,0.004914005,0.066339066,0.110565111,0.004914005,0.00982801,0.208845209,0.004914005,0.004914005,0,0.004914005,0,0.031941032,0.01965602,0,0,0,0.083538084,0.017199017
0,0,0,0,0,0,0,0.072072072,0.79954955,0,0.11036036,0,0,0,0,0,0,0,0.002252252,0,0,0,0.011261261,0,0,0.002252252,0.002252252
0,0,0,0,0,0,0,0.087640449,0.795505618,0,0.103370787,0.002247191,0,0,0,0,0,0,0,0,0,0.002247191,0.006741573,0,0,0.002247191,0
0,0,0,0,0,0,0,0.163855422,0.636144578,0,0.146987952,0.007228916,0,0,0,0,0,0,0,0,0,0,0.026506024,0,0,0.014457831,0.004819277
0,0,0,0,0,0.002398082,0,0.127098321,0.369304556,0,0.179856115,0,0,0,0,0,0,0,0,0,0,0,0.225419664,0,0,0.074340528,0.021582734
0,0,0,0,0,0.004796163,0.011990408,0.127098321,0.381294964,0,0.179856115,0,0,0,0,0,0,0,0,0,0,0,0.21822542,0,0,0.069544365,0.007194245
0,0,0,0.007042254,0,0,0.009389671,0.255868545,0.34741784,0,0.145539906,0.007042254,0,0,0,0,0,0,0,0,0,0,0.164319249,0,0,0.051643192,0.011737089
0,0,0,0.007992008,0,0,0.002997003,0.273726274,0.275724276,0,0.166833167,0,0,0,0,0,0,0,0,0,0,0,0.184815185,0,0,0.056943057,0.030969031
0,0.013262599,0,0.013262599,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0.108753316,0.00265252,0,0,0,0,0,0,0.00265252,0,0.00265252,0,0.087533156,0,0,0.018567639,0.018567639
0,0,0,0.025974026,0,0.051948052,0.00999001,0.261738262,0.412587413,0,0.103896104,0,0,0,0,0,0,0,0.002997003,0,0.002997003,0,0.064935065,0,0,0.025974026,0.036963037
0,0,0,0.026041667,0,0.052083333,0,0.2734375,0.4140625,0,0.104166667,0,0,0,0,0,0,0,0.002604167,0,0.002604167,0,0.065104167,0,0,0.026041667,0.033854167
0,0.002,0.006,0,0.002,0.2,0.026,0.515,0.107,0.002,0.101,0.002,0.002,0.002,0.004,0.002,0,0,0,0,0,0,0,0,0,0.015,0.012
0,0.001718213,0.005154639,0,0.010309278,0.26975945,0.042955326,0.426116838,0.103092784,0.005154639,0.085910653,0.005154639,0.001718213,0,0.012027491,0,0,0,0.001718213,0,0,0.001718213,0.008591065,0,0,0.017182131,0.001718213
0,0,0,0,0,0,0,0.070847851,0.840882695,0,0.017421603,0,0,0,0,0,0,0,0,0,0,0,0.042973287,0,0,0.009291521,0.018583043
0.004926108,0,0.093596059,0,0.002463054,0,0.073891626,0,0,0.019704433,0,0,0.007389163,0.108374384,0.302955665,0.093596059,0.18226601,0,0.019704433,0.004926108,0.024630542,0.007389163,0,0,0.007389163,0.036945813,0.009852217
0.022435897,0,0.17948718,0,0.012820513,0,0.217948718,0,0,0.041666667,0.006410256,0.006410256,0.019230769,0.019230769,0.182692308,0.019230769,0.070512821,0,0.096153846,0,0.054487179,0,0,0,0.006410256,0.038461538,0.006410256
0.022435897,0,0.185897436,0,0.012820513,0,0.21474359,0.003205128,0,0.048076923,0.006410256,0.003205128,0.009615385,0.028846154,0.169871795,0.048076923,0.044871795,0,0.099358974,0,0.03525641,0.016025641,0,0,0.006410256,0.041666667,0.003205128
0.018817204,0,0.002688172,0.005376344,0.034946237,0.029569892,0.02688172,0.002688172,0.002688172,0,0.005376344,0.002688172,0.02688172,0.075268817,0.432795699,0.008064516,0.051075269,0.029569892,0.01344086,0.002688172,0.086021505,0,0,0.016129032,0,0.123655914,0.002688172
0.004192872,0,0.136268344,0,0.002096436,0,0.092243187,0,0,0.014675052,0,0,0.01048218,0.073375262,0.322851153,0.07966457,0.142557652,0,0.025157233,0.002096436,0.023060797,0.006289308,0,0,0.006289308,0.048218029,0.01048218
0.008298755,0.006224066,0.031120332,0.002074689,0.020746888,0.008298755,0.043568465,0.022821577,0.002074689,0.010373444,0.006224066,0.014522822,0.014522822,0.056016598,0.414937759,0.026970954,0.149377593,0.004149378,0.006224066,0.004149378,0.012448133,0.012448133,0,0.043568465,0,0.056016598,0.022821577
0.002557545,0.002557545,0.125319693,0,0.002557545,0,0.05370844,0,0,0.002557545,0,0.002557545,0.010230179,0.117647059,0.322250639,0.04859335,0.189258312,0,0.020460358,0,0.035805627,0.010230179,0,0,0.00511509,0.043478261,0.00511509
0.003012048,0,0.078313253,0,0.003012048,0,0.054216867,0,0,0.006024096,0.006024096,0,0.003012048,0.120481928,0.361445783,0.063253012,0.156626506,0,0.015060241,0.006024096,0.039156627,0.012048193,0,0.003012048,0,0.06626506,0.003012048
0.006451613,0,0,0,0.051612903,0.016129032,0.074193548,0.003225806,0,0,0.003225806,0.003225806,0.025806452,0.093548387,0.35483871,0.003225806,0.070967742,0.048387097,0.05483871,0,0.074193548,0,0,0,0,0.106451613,0.009677419
0,0,0,0,0,0,0.02811245,0.257028112,0.156626506,0,0.064257028,0,0,0,0,0,0,0,0,0,0,0,0.176706827,0,0,0.285140562,0.032128514
0,0,0,0.002197802,0,0.017582418,0.015384615,0.351648352,0.010989011,0,0.169230769,0.010989011,0,0,0,0,0,0,0,0.004395604,0,0.002197802,0.268131868,0,0,0.134065934,0.013186813
0,0,0,0.002,0,0.02,0,0.364,0.011,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0.148,0.022
0,0,0,0.004310345,0,0.028017241,0.088362069,0.3125,0.021551724,0,0.243534483,0.010775862,0,0,0,0,0,0,0,0,0,0,0.105603448,0,0,0.172413793,0.012931034
0,0.002,0,0.008,0.002,0.043,0.002,0.349,0.027,0,0.287,0.006,0,0,0,0,0,0,0.002,0,0,0,0.103,0,0,0.153,0.016
0,0,0,0,0,0.011086475,0.002217295,0.059866962,0.558758315,0,0.223946785,0,0,0,0,0,0,0,0,0,0,0,0.124168514,0,0,0.013303769,0.006651885
0.002,0.012,0,0.045,0.024,0.14,0.017,0.346,0.007,0,0.161,0.033,0,0,0.002,0,0,0,0.003,0,0.01,0,0.029,0,0,0.159,0.01
0,0.017211704,0,0.04302926,0.024096386,0.135972461,0.034423408,0.333907057,0.006884682,0,0.170395869,0.029259897,0,0,0.00172117,0,0,0,0.003442341,0.00172117,0.003442341,0.006884682,0.027538726,0,0,0.151462995,0.008605852
0,0.009009009,0,0.018018018,0.032032032,0.135135135,0.014014014,0.353353353,0.002002002,0,0.269269269,0.036036036,0,0,0.014014014,0,0,0,0.011011011,0,0.005005005,0,0.005005005,0,0,0.093093093,0.003003003
0,0.009111617,0,0.018223235,0.031890661,0.129840547,0.050113895,0.312072893,0.004555809,0,0.259681093,0.036446469,0,0,0.013667426,0,0,0,0.013667426,0.002277904,0.006833713,0.006833713,0.004555809,0,0,0.08428246,0.01594533
0,0.023,0,0.025,0.034,0.157,0.008,0.222,0.023,0,0.191,0.102,0,0.002,0.038,0,0.006,0,0.002,0.006,0.004,0.006,0.03,0,0,0.104,0.017
0,0.028199566,0,0.028199566,0.034707158,0.147505423,0.082429501,0.143167028,0.028199566,0,0.145336226,0.138828633,0.002169197,0,0.062906725,0.002169197,0,0.002169197,0.004338395,0,0.002169197,0.00867679,0.039045553,0.002169197,0,0.078091106,0.019522777
0,0.023094688,0.013856813,0,0.018475751,0.129330254,0.092378753,0.233256351,0.018475751,0,0.224018476,0.041570439,0.002309469,0,0.076212471,0.006928406,0.013856813,0,0.006928406,0.002309469,0.006928406,0.011547344,0.009237875,0,0,0.066974596,0.002309469
0,0.02,0.013,0,0.017,0.159,0.025,0.291,0.016,0,0.226,0.038,0.002,0,0.074,0.007,0.013,0,0.007,0.002,0.009,0.004,0.009,0,0,0.063,0.005
0,0.01594533,0,0.006833713,0.075170843,0.045558087,0.002277904,0.002277904,0,0,0.002277904,0.031890661,0.025056948,0.013667426,0.503416856,0.013667426,0.034168565,0.047835991,0.009111617,0.004555809,0.031890661,0.027334852,0,0.013667426,0,0.08428246,0.009111617
0,0,0.104,0,0.045333333,0.013333333,0,0.008,0,0.058666667,0.010666667,0.013333333,0.018666667,0.002666667,0.538666667,0.024,0.042666667,0.021333333,0.018666667,0.002666667,0.069333333,0,0,0,0.002666667,0,0.005333333
0,0,0.007,0.005,0.002,0.222,0.043,0.499,0.08,0.002,0.043,0.005,0.019,0,0.009,0,0,0,0.002,0.002,0,0,0.024,0,0,0.012,0.024
0,0,0.006928406,0.004618938,0.002309469,0.228637413,0.016166282,0.524249423,0.07852194,0.002309469,0.041570439,0.004618938,0.018475751,0,0.009237875,0,0,0,0.002309469,0.002309469,0,0,0.023094688,0,0,0.011547344,0.023094688
0,0.01891253,0.011820331,0.004728132,0.056737589,0.21749409,0.111111111,0.182033097,0.011820331,0,0.075650118,0.021276596,0,0,0.080378251,0.009456265,0.023640662,0.004728132,0.026004728,0.004728132,0.011820331,0.040189125,0.011820331,0,0.002364066,0.063829787,0.009456265
0,0.019,0.011,0.005,0.056,0.214,0.002,0.289,0.014,0,0.075,0.054,0,0,0.075,0.009,0.026,0,0.026,0.005,0.005,0.002,0.009,0,0.002,0.068,0.034
0,0,0.004796163,0,0.03117506,0.208633094,0.100719424,0.158273381,0.009592326,0,0.21822542,0.074340528,0,0.014388489,0.033573141,0.007194245,0.009592326,0.007194245,0.023980815,0,0.014388489,0.028776978,0.009592326,0.004796163,0,0.028776978,0.011990408
0,0,0.002,0.002,0.031,0.205,0.01,0.269,0.012,0,0.205,0.081,0,0.014,0.033,0.007,0.01,0.005,0.021,0,0.014,0.01,0.01,0,0,0.04,0.019
0.083591331,0,0.148606811,0.00619195,0.003095975,0.099071207,0.173374613,0.009287926,0,0.012383901,0.024767802,0.00619195,0,0.120743034,0.108359133,0.049535604,0.099071207,0,0.018575851,0,0.00619195,0.012383901,0,0,0.003095975,0.015479876,0
0.03,0,0.08,0.003,0,0.084,0.1,0.016,0,0.017,0.047,0.013,0,0.225,0.157,0.02,0.057,0.003,0.02,0,0.03,0.007,0,0.003,0.003,0.07,0.015
0.030100334,0,0.076923077,0,0,0.08361204,0.10367893,0.016722408,0,0.016722408,0.046822742,0.016722408,0,0.260869565,0.113712375,0.026755853,0.060200669,0.003344482,0.016722408,0,0.026755853,0.010033445,0,0.003344482,0.003344482,0.070234114,0.013377927
0.006423983,0.004282655,0.062098501,0.012847966,0,0.184154176,0.068522484,0.164882227,0.004282655,0,0.152034261,0.029978587,0,0.051391863,0.049250535,0.017130621,0.042826552,0.006423983,0.021413276,0.010706638,0.017130621,0.010706638,0.004282655,0.010706638,0,0.042826552,0.025695931
0.005030181,0,0.053319919,0.016096579,0,0.189134809,0.023138833,0.222334004,0,0,0.165995976,0.018108652,0,0.044265594,0.062374245,0.025150905,0.03722334,0.009054326,0.023138833,0.009054326,0.018108652,0.007042254,0.007042254,0.007042254,0,0.057344064,0
0.006507592,0,0.065075922,0.015184382,0,0.177874187,0.021691974,0.223427332,0,0,0.156182213,0.017353579,0,0.041214751,0.05856833,0.023861171,0.034707158,0.00867679,0.021691974,0.00867679,0.017353579,0.006507592,0.006507592,0.006507592,0,0.054229935,0.028199566
0.003021148,0,0.01510574,0.006042296,0,0.223564955,0.087613293,0.326283988,0.006042296,0.003021148,0.126888218,0.021148036,0,0.024169184,0.024169184,0.01510574,0.036253776,0.003021148,0.003021148,0,0.009063444,0.012084592,0,0,0,0.027190332,0.027190332
0,0.002710027,0.01897019,0.005420054,0.002710027,0.222222222,0.073170732,0.344173442,0.002710027,0,0.111111111,0.013550136,0,0.021680217,0.035230352,0.01897019,0.021680217,0.002710027,0.01897019,0,0.013550136,0.032520325,0,0,0,0.029810298,0.008130081
0.006072874,0.010121457,0.004048583,0,0.050607287,0.066801619,0,0.064777328,0,0.008097166,0.002024291,0.089068826,0,0.008097166,0.321862348,0.038461538,0.0951417,0.028340081,0.01417004,0.004048583,0.050607287,0.004048583,0,0.010121457,0,0.078947368,0.044534412
0.006024096,0.010040161,0.004016064,0,0.050200803,0.06626506,0.004016064,0.062248996,0,0.008032129,0.008032129,0.080321285,0,0.012048193,0.319277108,0.048192771,0.082329317,0.02811245,0.016064257,0.004016064,0.044176707,0.03815261,0,0.012048193,0,0.078313253,0.01807229
0.005964215,0.009940358,0.003976143,0,0.052683897,0.069582505,0,0.06361829,0,0.007952286,0.001988072,0.0944334,0,0.007952286,0.333996024,0.039761431,0.098409543,0.028827038,0.014910537,0.003976143,0.052683897,0.003976143,0,0.009940358,0,0.08250497,0.012922465
0.002941176,0.017647059,0,0.011764706,0.058823529,0.079411765,0.005882353,0.044117647,0,0.017647059,0.032352941,0.129411765,0.005882353,0.014705882,0.317647059,0.032352941,0.05,0.017647059,0.005882353,0.020588235,0.026470588,0.038235294,0,0.002941176,0,0.052941176,0.014705882
0.002988048,0.044820717,0,0.033864542,0.057768924,0.157370518,0.006972112,0.153386454,0.005976096,0,0.188247012,0.138446215,0.000996016,0.003984064,0.055776892,0.007968127,0.007968127,0.024900398,0.000996016,0,0.011952191,0.007968127,0.009960159,0.000996016,0,0.047808765,0.028884463
0,0.047748977,0,0.032742156,0.058663029,0.154160982,0.02728513,0.137789905,0.005457026,0,0.180081855,0.136425648,0.001364256,0.009549795,0.051841746,0.008185539,0.008185539,0.024556617,0.002728513,0.002728513,0.013642565,0.021828104,0.009549795,0.001364256,0,0.04638472,0.017735334
0,0.026066351,0,0.05450237,0.104265403,0.156398104,0.04028436,0.087677725,0.009478673,0,0.21563981,0.116113744,0,0.007109005,0.045023697,0.004739336,0,0.002369668,0.004739336,0.002369668,0.009478673,0.009478673,0.021327014,0,0,0.071090047,0.011848341
0,0.026190476,0,0.052380952,0.102380952,0.157142857,0,0.121428571,0.00952381,0,0.226190476,0.111904762,0,0.004761905,0.047619048,0,0.004761905,0.002380952,0.004761905,0.002380952,0.004761905,0.011904762,0.019047619,0,0,0.076190476,0.014285714
0,0.034862385,0,0.047706422,0.07706422,0.132110092,0,0.157798165,0.003669725,0,0.179816514,0.137614679,0,0,0.053211009,0,0.001834862,0.00733945,0.018348624,0,0.016513761,0.009174312,0.014678899,0,0,0.091743119,0.016513761
0,0.02,0,0.046,0.081,0.122,0.003,0.217,0.003,0,0.224,0.095,0.002,0.002,0.025,0,0.002,0.005,0.002,0.005,0.018,0.012,0.013,0,0,0.071,0.032
0,0.013404826,0,0.064343164,0.060321716,0.154155496,0.025469169,0.222520107,0.024128686,0,0.190348525,0.076407507,0,0,0.026809651,0,0,0.004021448,0.012064343,0.002680965,0.012064343,0.025469169,0.025469169,0,0,0.048257373,0.012064343
0,0.027083333,0,0.025,0.016666667,0.133333333,0.095833333,0.28125,0.01875,0,0.2125,0.0125,0,0,0.010416667,0,0,0,0,0.002083333,0.004166667,0,0.022916667,0,0,0.127083333,0.010416666
0,0.023,0,0.029,0.017,0.135,0.006,0.365,0.015,0,0.206,0.017,0,0,0.01,0,0,0,0,0,0,0.002,0.023,0,0,0.135,0.017
0,0.019267823,0,0.026974952,0.007707129,0.156069364,0.077071291,0.312138728,0.005780347,0,0.183044316,0.036608863,0,0,0.005780347,0,0,0,0.005780347,0,0.001926782,0.003853565,0.034682081,0,0,0.111753372,0.011560694
0,0.014985015,0,0.031968032,0.007992008,0.153846154,0.005994006,0.371628372,0.007992008,0,0.182817183,0.035964036,0,0,0.005994006,0,0,0,0.005994006,0,0.001998002,0.003996004,0.037962038,0,0,0.115884116,0.014985015
0,0.010088272,0,0.021437579,0.007566204,0.114754098,0.061790668,0.433795712,0.035308953,0,0.162673392,0.011349306,0,0,0.00630517,0,0,0,0.010088272,0.001261034,0.005044136,0.002522068,0.013871375,0,0,0.089533417,0.01261034
0,0.008746356,0,0.026239067,0.008746356,0.134110787,0,0.413994169,0.040816327,0,0.188046647,0.005830904,0,0,0.00728863,0,0,0,0.011661808,0.001457726,0.00728863,0,0.024781341,0,0,0.104956268,0.016034985
0,0.007992008,0,0.022977023,0.007992008,0.116883117,0.004995005,0.48951049,0.034965035,0,0.162837163,0.004995005,0,0,0.005994006,0,0,0,0.00999001,0.000999001,0.005994006,0,0.017982018,0,0,0.090909091,0.014985015
0,0,0,0.036,0.009,0.073,0.005,0.38,0.043,0,0.217,0.013,0,0,0.005,0,0,0,0.002,0,0.002,0.001,0.051,0,0,0.145,0.018
0,0.001162791,0,0.034883721,0.009302326,0.073255814,0.051162791,0.339534884,0.044186047,0,0.211627907,0.015116279,0,0,0.004651163,0,0,0,0.003488372,0,0.004651163,0.002325581,0.044186047,0,0,0.143023256,0.01744186
0,0.007007007,0,0.018018018,0.008008008,0.069069069,0.005005005,0.434434434,0.029029029,0,0.242242242,0.007007007,0,0,0,0,0,0,0.001001001,0.001001001,0,0,0.058058058,0,0,0.104104104,0.016016016
0,0.009535161,0,0.016686532,0.008343266,0.066746126,0.041716329,0.42193087,0.034564958,0,0.221692491,0.011918951,0,0,0,0,0,0,0,0.00238379,0,0.00238379,0.05363528,0,0,0.10011919,0.008343266
0,0.003,0,0.013,0,0.072,0.006,0.371,0.041,0,0.239,0.004,0,0,0.001,0,0,0,0,0,0.001,0,0.058,0,0,0.166,0.025
0,0,0,0.009615385,0.001602564,0.038461538,0,0.423076923,0.003205128,0,0.241987179,0,0,0,0,0,0.001602564,0,0,0,0,0,0.065705128,0,0,0.185897436,0.028846154
0,0,0,0.008130081,0.001626016,0.03902439,0.032520325,0.403252033,0.003252033,0,0.245528455,0.016260163,0,0,0,0,0.001626016,0,0,0,0,0,0.06504065,0,0,0.172357724,0.011382114
0,0,0,0.009569378,0,0.055023923,0.002392344,0.368421053,0.007177033,0,0.275119617,0.002392344,0,0,0,0,0,0,0,0,0,0,0.043062201,0,0,0.229665072,0.007177033
0,0.002398082,0,0.007194245,0,0.055155875,0.026378897,0.347721823,0.009592326,0,0.275779376,0.009592326,0,0,0,0,0,0,0,0,0,0,0.047961631,0,0,0.211031175,0.007194245
0,0,0,0.009463722,0,0.066246057,0,0.432176656,0.022082019,0,0.230283912,0,0,0,0,0,0,0,0.006309148,0,0,0,0.012618297,0,0,0.211356467,0.009463722
0,0.003058104,0,0.006116208,0,0.064220183,0.04587156,0.403669725,0.021406728,0,0.22324159,0.006116208,0,0,0,0,0,0,0.006116208,0,0,0,0.012232416,0,0,0.198776758,0.009174312
